id,text,lang
1756362090204262898,senility,en
1756362090204262898,help,en
1756362090204262898,Trump,en
1756362090204262898,FALSE,en
1756362090204262898,It,en
1756362090204262898,CYA,en
1756362380861223085,RT,en
1756362380861223085,The,en
1756362380861223085,media,en
1756362380861223085,narrative,en
1756362380861223085,Hur,en
1756362380861223085,laid,en
1756362380861223085,thick,en
1756362380861223085,report,en
1756362380861223085,Bidens,en
1756362380861223085,senility,en
1756362380861223085,help,en
1756362380861223085,Trump,en
1756362380861223085,FALSE,en
1756362380861223085,It,en
1756362380861223085,CYA,en
1756362342676263183,RT,en
1756362342676263183,The,en
1756362342676263183,media,en
1756362342676263183,narrative,en
1756362342676263183,Hur,en
1756362342676263183,laid,en
1756362342676263183,thick,en
1756362342676263183,report,en
1756362342676263183,Bidens,en
1756362342676263183,senility,en
1756362342676263183,help,en
1756362342676263183,Trump,en
1756362342676263183,FALSE,en
1756362342676263183,It,en
1756362342676263183,CYA,en
1756362284069183659,RT,en
1756362284069183659,The,en
1756362284069183659,media,en
1756362284069183659,narrative,en
1756362284069183659,Hur,en
1756362284069183659,laid,en
1756362284069183659,thick,en
1756362284069183659,report,en
1756362284069183659,Bidens,en
1756362284069183659,senility,en
1756362284069183659,help,en
1756362284069183659,Trump,en
1756362284069183659,FALSE,en
1756362284069183659,It,en
1756362284069183659,CYA,en
1756362208915710013,RT,en
1756362208915710013,The,en
1756362208915710013,media,en
1756362208915710013,narrative,en
1756362208915710013,Hur,en
1756362208915710013,laid,en
1756362208915710013,thick,en
1756362208915710013,report,en
1756362208915710013,Bidens,en
1756362208915710013,senility,en
1756362208915710013,help,en
1756362208915710013,Trump,en
1756362208915710013,FALSE,en
1756362208915710013,It,en
1756362208915710013,CYA,en
1756362099213934626,RT,en
1756362099213934626,The,en
1756362099213934626,media,en
1756362099213934626,narrative,en
1756362099213934626,Hur,en
1756362099213934626,laid,en
1756362099213934626,thick,en
1756362099213934626,report,en
1756362099213934626,Bidens,en
1756362099213934626,senility,en
1756362099213934626,help,en
1756362099213934626,Trump,en
1756362099213934626,FALSE,en
1756362099213934626,It,en
1756362099213934626,CYA,en
1756362090204262898,RT,en
1756362090204262898,The,en
1756362090204262898,media,en
1756362090204262898,narrative,en
1756362090204262898,Hur,en
1756362090204262898,laid,en
1756362090204262898,thick,en
1756362090204262898,report,en
1756362090204262898,Bidens,en
1756362090204262898,senility,en
1756362090204262898,help,en
1756362090204262898,Trump,en
1756362090204262898,FALSE,en
1756362090204262898,It,en
1756362090204262898,CYA,en
1756362008507949440,RT,en
1756362008507949440,The,en
1756362008507949440,media,en
1756362008507949440,narrative,en
1756362008507949440,Hur,en
1756362008507949440,laid,en
1756362008507949440,thick,en
1756362008507949440,report,en
1756362008507949440,Bidens,en
1756362008507949440,senility,en
1756362008507949440,help,en
1756362008507949440,Trump,en
1756362008507949440,FALSE,en
1756362008507949440,It,en
1756362008507949440,CYA,en
1756362380861223085,RT,en
1756362380861223085,The,en
1756362380861223085,media,en
1756362380861223085,narrative,en
1756362380861223085,Hur,en
1756362380861223085,laid,en
1756362380861223085,thick,en
1756362380861223085,report,en
1756362380861223085,Bidens,en
1756362380861223085,senility,en
1756362380861223085,help,en
1756362380861223085,Trump,en
1756362380861223085,FALSE,en
1756362380861223085,It,en
1756362380861223085,CYA,en
1756362342676263183,RT,en
1756362342676263183,The,en
1756362342676263183,media,en
1756362342676263183,narrative,en
1756362342676263183,Hur,en
1756362342676263183,laid,en
1756362342676263183,thick,en
1756362342676263183,report,en
1756362342676263183,Bidens,en
1756362342676263183,senility,en
1756362342676263183,help,en
1756362342676263183,Trump,en
1756362342676263183,FALSE,en
1756362342676263183,It,en
1756362342676263183,CYA,en
1756362284069183659,RT,en
1756362284069183659,The,en
1756362284069183659,media,en
1756362284069183659,narrative,en
1756362284069183659,Hur,en
1756362284069183659,laid,en
1756362284069183659,thick,en
1756362284069183659,report,en
1756362284069183659,Bidens,en
1756362284069183659,senility,en
1756362284069183659,help,en
1756362284069183659,Trump,en
1756362284069183659,FALSE,en
1756362284069183659,It,en
1756362284069183659,CYA,en
1756362208915710013,RT,en
1756362208915710013,The,en
1756362208915710013,media,en
1756362208915710013,narrative,en
1756362208915710013,Hur,en
1756362208915710013,laid,en
1756362208915710013,thick,en
1756362208915710013,report,en
1756362208915710013,Bidens,en
1756362208915710013,senility,en
1756362208915710013,help,en
1756362208915710013,Trump,en
1756362208915710013,FALSE,en
1756362208915710013,It,en
1756362208915710013,CYA,en
1756362099213934626,RT,en
1756362099213934626,The,en
1756362099213934626,media,en
1756362099213934626,narrative,en
1756362099213934626,Hur,en
1756362099213934626,laid,en
1756362099213934626,thick,en
1756362099213934626,report,en
1756362099213934626,Bidens,en
1756362099213934626,senility,en
1756362099213934626,help,en
1756362099213934626,Trump,en
1756362099213934626,FALSE,en
1756362099213934626,It,en
1756362099213934626,CYA,en
1756362090204262898,RT,en
1756362090204262898,The,en
1756362090204262898,media,en
1756362090204262898,narrative,en
1756362090204262898,Hur,en
1756362090204262898,laid,en
1756362090204262898,thick,en
1756362090204262898,report,en
1756362090204262898,Bidens,en
1756362090204262898,senility,en
1756362090204262898,help,en
1756362090204262898,Trump,en
1756362090204262898,FALSE,en
1756362090204262898,It,en
1756362090204262898,CYA,en
1756362008507949440,RT,en
1756362008507949440,The,en
1756362008507949440,media,en
1756362008507949440,narrative,en
1756362008507949440,Hur,en
1756362008507949440,laid,en
1756362008507949440,thick,en
1756362008507949440,report,en
1756362008507949440,Bidens,en
1756362008507949440,senility,en
1756362008507949440,help,en
1756362008507949440,Trump,en
1756362008507949440,FALSE,en
1756362008507949440,It,en
1756362008507949440,CYA,en
1756362358073557493,The,
1756362358073557493,New,
1756362358073557493,Republic,
Just Say It,Democrats,
Just Say It,Biden,
Just Say It,Has,
Just Say It,Been,
Just Say It,Great,
Just Say It,President,
1756362358073557493,The,
1756362358073557493,New,
1756362358073557493,Republic,
Just Say It,Democrats,
Just Say It,Biden,
Just Say It,Has,
Just Say It,Been,
Just Say It,Great,
Just Say It,President,
1756362358073557493,The,
1756362358073557493,New,
1756362358073557493,Republic,
Just Say It,Democrats,
Just Say It,Biden,
Just Say It,Has,
